phase,flux,flux_white,model,model_fit
0.4990326136224114,-4.793715600000001e-05,0.57511157,0.5393311,0.0
0.500035747734592,-0.00016729756000000002,-0.34610087,0.14570338,0.0
0.5012661791385787,5.525044e-05,-0.2592741,-0.13484822,0.0
0.5020409229069297,-7.651607e-05,-0.5259049,0.22556667,0.0
0.502301817166191,-0.00018939386000000005,-0.22230165,0.22704699999999997,0.0
0.5027111939134684,-0.00019033917,-0.53970116,0.09220606,0.0
0.5027931728152208,-0.00013696597,-0.94952255,0.3735186,0.0
0.5035203400560285,-0.00023528400000000002,-1.1350942,0.10603285,0.0
0.504354166162695,-0.0004120829,-0.7456343000000001,0.08274738,0.0
0.5044828586561829,-0.00024222443,0.07229017,0.025090871,0.0
0.5056735950130054,-1.9729260999999998e-05,-0.4747473,0.026584728,0.0
0.5066583773570041,0.00036952970000000003,2.1648445,-0.012763283,0.0
0.5068800943305858,-0.00018566432,-0.27171597,0.7620077,0.0
0.5070819637805853,0.0004883474,1.1797662,-0.08665731,0.0
0.5073299140027278,9.540125e-05,0.5464894,-0.057620637,0.0
0.5080153726794859,0.00015427862,0.43503198,0.20672274,0.0
0.5086911664751953,-0.00033585442,-0.737296,0.49742544,0.0
0.5089362977736985,-6.778186e-05,0.021046892,0.022048267000000003,0.0
0.5100877993157876,-0.00011782613999999999,-0.47111297,0.12975475,0.0
0.5112825051773264,-6.2880003e-06,0.48766017,0.29169090000000003,0.0
0.5114588892564654,-0.00022597455,-0.6084016,0.2557688,0.0
0.5114648147490131,9.260728000000001e-05,0.40745990000000004,0.18737629,0.0
0.5118736737348057,-0.0001452414,-0.17477843,-0.246678,0.0
0.5125177690218375,6.478835999999999e-05,0.81603456,0.505814,0.0
0.5130338046349739,-8.867184000000001e-05,-0.19489212,0.16122104,0.0
0.513397733429701,-0.00042325136,-0.2540427,0.17241909,0.0
0.5145087920469255,0.00017400773999999995,0.85452235,0.14186798,0.0
0.5158422004573241,-0.00046109254000000003,-1.2199986999999999,-0.07345781,0.0
0.5159133063678967,3.0723379999999997e-05,0.62329775,0.11827193,0.0
0.5164254300053706,-6.1197265e-05,-0.11732919,-0.105969645,0.0
0.5170271263797065,0.0002857876,1.5523793,0.11126561,0.0
0.5173828860487851,1.2692315000000001e-05,-0.12198319,0.13757247,0.0
0.5189367457935805,0.00011847802,0.89390534,0.005797033,0.0
0.5202319549122152,-2.735416e-06,-0.053213205,0.17076798,0.0
0.5206560590972811,-0.00020201990000000001,-0.5140499,0.11727775,0.0
0.5209837445880754,-4.7996542e-05,0.07505057,0.23422097,0.0
